date,sku,product_name,category,brand,day_of_week,net_qty,revenue,order_count,coupon_orders,is_promo_order_present,is_ramadan,is_eid_fitr,is_eid_adha,price,special_price,cost,is_in_stock,current_stock_qty,is_active,visibility,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,is_on_sale,avg_discount_pct
25/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,25,6750,6,0,0,0,0,0,250,,205,1,20,1,4,22,9,23,9.571428571,7.678045386,14.35714286,9.369403091,0,
26/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,10,2500,3,0,0,0,0,0,250,,205,1,20,1,4,25,8,8,11.85714286,9.616454153,14.5,9.525270035,0,
27/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,12,3000,2,0,0,0,0,0,250,,205,1,20,1,4,10,1,22,12.14285714,9.511897312,14.64285714,9.434854716,0,
28/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,14,5000,4,0,0,0,0,0,250,,205,1,20,1,4,12,0,35,13.71428571,8.17953311,13.92857143,9.210898943,0,
29/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,6,1500,1,0,0,0,0,0,250,,205,1,20,1,4,14,13,12,15.71428571,5.55920515,12.42857143,6.947210682,0,
30/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,23,6250,5,0,0,0,0,0,250,,205,1,20,1,4,6,14,19,14.71428571,6.651172471,12,7.15756727,0,
31/03/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,12,3000,4,0,0,0,0,0,250,,205,1,20,1,4,23,22,15,16,7.325753659,12.28571429,7.528699667,0,
01/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,7,1750,3,0,0,0,0,0,250,,205,1,20,1,4,12,25,9,14.57142857,6.924765769,12.07142857,7.488085775,0,
02/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,0,250,1,0,0,0,0,0,250,,205,1,20,1,4,7,10,8,12,5.627314339,11.92857143,7.569821517,0,
03/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,34,10750,9,0,0,0,0,0,250,,205,1,20,1,4,0,12,1,10.57142857,7.253898787,11.35714286,8.167544993,0,
04/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,10,2500,3,0,0,0,0,0,250,,205,1,20,1,4,34,14,0,13.71428571,11.49948239,13.71428571,9.587079217,0,
05/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,14,7750,11,0,0,0,0,0,250,,205,1,20,1,4,10,6,13,13.14285714,11.58200575,14.42857143,8.829271995,0,
06/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,19,5250,6,0,0,0,0,0,250,,205,1,20,1,4,14,23,14,14.28571429,11.14621439,14.5,8.820866868,0,
07/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,22,7000,7,0,0,0,0,0,250,,205,1,20,1,4,19,12,22,13.71428571,10.71936388,14.85714286,8.89993209,0,
08/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,37,12000,12,1,1,0,0,0,250,,205,1,20,1,4,22,7,25,15.14285714,11.11198409,14.85714286,8.89993209,0,
09/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,28,7750,12,0,0,0,0,0,250,,205,1,20,1,4,37,0,10,19.42857143,13.06212263,15.71428571,10.40287365,0,
10/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,28,8500,11,0,0,0,0,0,250,,205,1,20,1,4,28,34,12,23.42857143,10.0640804,17,10.74888187,0,
11/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,28,8500,13,0,0,0,0,0,250,,205,1,20,1,4,28,10,14,22.57142857,9.235026491,18.14285714,11.02345152,0,
12/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,47,11750,16,0,0,0,0,0,250,,205,1,20,1,4,28,14,6,25.14285714,7.492853738,19.14285714,11.25137354,0,
13/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,57,14750,18,0,0,0,0,0,250,,205,1,20,1,4,47,19,23,29.85714286,9.44154951,22.07142857,12.7970206,0,
14/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,4,2250,3,0,0,0,0,0,250,,205,1,20,1,4,57,22,12,35.28571429,12.56601615,24.5,15.84904753,0,
15/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,1,250,1,0,0,0,0,0,250,,205,1,20,1,4,4,37,7,32.71428571,16.84947364,23.92857143,16.46658288,0,
16/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,17,5750,5,0,0,0,0,0,250,,205,1,20,1,4,1,28,0,27.57142857,20.43572968,23.5,17.01017795,0,
17/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,15,4250,5,0,0,0,0,0,250,,205,1,20,1,4,17,28,34,26,20.81665999,24.71428571,15.76475412,0,
18/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,6,1500,1,0,0,0,0,0,250,,205,1,20,1,4,15,28,10,24.14285714,21.18512506,23.35714286,15.72165162,0,
19/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,28,8500,7,0,0,0,0,0,250,,205,1,20,1,4,6,47,14,21,22.12841311,23.07142857,16.01664656,0,
20/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,25,6250,6,0,0,0,0,0,250,,205,1,20,1,4,28,57,19,18.28571429,19.40544842,24.07142857,15.84280611,0,
21/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,7,1750,3,0,0,0,0,0,250,,205,1,20,1,4,25,4,22,13.71428571,10.4835472,24.5,15.77607731,0,
22/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,1,2250,3,0,0,0,0,0,250,,205,1,20,1,4,7,1,37,14.14285714,10.07353912,23.42857143,16.45373133,0,
23/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,9,6750,5,0,0,0,0,0,250,,205,1,20,1,4,1,17,28,14.14285714,10.07353912,20.85714286,16.97444751,0,
24/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,18,4500,4,0,0,0,0,0,250,,205,1,20,1,4,9,15,28,13,10.14889157,19.5,17.11836621,0,
25/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,18,5000,5,0,0,0,0,0,250,,205,1,20,1,4,18,6,28,13.42857143,10.30949632,18.78571429,16.9441552,0,
26/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,2,1750,3,0,0,0,0,0,250,,205,1,20,1,4,18,28,47,15.14285714,9.856107606,18.07142857,16.73533473,0,
27/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,21,8250,10,1,1,0,0,0,250,,205,1,20,1,4,2,25,57,11.42857143,9.071147352,14.85714286,14.98130703,0,
28/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,17,7000,8,0,0,0,0,0,250,,205,1,20,1,4,21,7,4,10.85714286,8.153293229,12.28571429,9.14354393,0,
29/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,11,9500,10,0,0,0,0,0,250,,205,1,20,1,4,17,1,1,12.28571429,8.24043457,13.21428571,8.89406519,0,
30/04/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,32,8000,9,1,1,0,0,0,250,,205,1,20,1,4,11,9,17,13.71428571,6.676183683,13.92857143,8.213162847,0,
01/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,7,3250,5,0,0,0,0,0,250,,205,1,20,1,4,32,18,15,17,9.16515139,15,9.519211344,0,
02/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,16,5500,7,0,0,0,0,0,250,,205,1,20,1,4,7,18,6,15.42857143,9.880235201,14.42857143,9.756372952,0,
03/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,35,8750,8,0,0,0,0,0,250,,205,1,20,1,4,16,2,28,15.14285714,9.822229405,15.14285714,9.453181336,0,
04/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,26,15250,16,0,0,0,0,0,250,,205,1,20,1,4,35,21,25,19.85714286,10.36707242,15.64285714,10.32999473,0,
05/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,44,20000,15,0,0,0,0,0,250,,205,1,20,1,4,26,17,7,20.57142857,10.62790577,15.71428571,10.40287365,0,
06/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,9,8500,9,0,0,0,0,0,250,,205,1,20,1,4,44,11,1,24.42857143,13.59971989,18.35714286,12.5060425,0,
07/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,8,5750,5,0,0,0,0,0,250,,205,1,20,1,4,9,32,9,24.14285714,13.94547204,18.92857143,11.81566291,0,
08/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,4,4000,5,0,0,0,0,0,250,,205,1,20,1,4,8,7,18,20.71428571,14.6254833,18.85714286,11.88313053,0,
09/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,12,6000,5,0,0,0,0,0,250,,205,1,20,1,4,4,16,18,20.28571429,15.12959887,17.85714286,12.53215644,0,
10/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,12,35,2,19.71428571,15.39171082,17.42857143,12.62911341,0,
11/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,0,26,21,14.71428571,15.28304383,17.28571429,12.82682628,0,
12/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,14,3500,4,0,0,0,0,0,250,,205,1,20,1,4,0,44,17,11,15.24248449,15.78571429,13.56567258,0,
13/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,17,16250,14,0,0,0,0,0,250,,205,1,20,1,4,14,9,11,6.714285714,5.55920515,15.57142857,13.56870996,0,
14/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,39,11250,11,2,1,0,0,0,250,,205,1,20,1,4,17,8,32,7.857142857,6.792853387,16,13.50783249,0,
15/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,23,7500,8,0,0,0,0,0,250,,205,1,20,1,4,39,4,7,12.28571429,13.59796904,16.5,14.25455393,0,
16/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,54,19000,17,0,0,0,0,0,250,,205,1,20,1,4,23,12,16,15,13.56465997,17.64285714,14.07456595,0,
17/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,9,5250,4,0,0,0,0,1,250,,205,1,20,1,4,54,0,35,21,19.84943324,20.35714286,17.07723245,0,
18/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,8,3000,3,0,0,0,0,1,250,,205,1,20,1,4,9,0,26,22.28571429,18.50868522,18.5,16.77337634,0,
19/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,17,9250,7,0,0,0,0,1,250,,205,1,20,1,4,8,14,44,23.42857143,17.09636553,17.21428571,16.8439835,0,
20/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,49,18000,21,1,1,0,0,1,250,,205,1,20,1,4,17,17,9,23.85714286,16.85653752,15.28571429,14.98424081,0,
21/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,27,12500,10,2,1,0,0,1,250,,205,1,20,1,4,49,39,8,28.42857143,18.90200292,18.14285714,17.32431436,0,
22/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,29,9750,10,1,1,0,0,1,250,,205,1,20,1,4,27,23,4,26.71428571,18.31860881,19.5,17.21247312,0,
23/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,14,6500,6,0,0,0,0,1,250,,205,1,20,1,4,29,54,12,27.57142857,18.25611444,21.28571429,16.7719022,0,
24/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,18,5750,5,1,1,0,0,1,250,,205,1,20,1,4,14,9,0,21.85714286,14.47329232,21.42857143,16.69506738,0,
25/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,13,3250,3,0,0,0,0,1,250,,205,1,20,1,4,18,8,0,23.14285714,13.50837483,22.71428571,15.57329357,0,
26/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,2,4000,6,0,0,0,0,1,250,,205,1,20,1,4,13,17,14,23.85714286,12.68106951,23.64285714,14.46272207,0,
27/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,0,0,0,0,0,0,0,1,250,,205,1,20,1,4,2,49,17,21.71428571,15.07441857,22.78571429,15.40318934,0,
28/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,0,27,39,14.71428571,11.16115713,21.57142857,16.52370924,0,
29/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,0,29,23,10.85714286,10.86935404,18.78571429,16.64645294,0,
30/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,2,500,1,0,0,0,0,0,250,,205,1,20,1,4,0,14,54,6.714285714,7.931252228,17.14285714,17.31987361,0,
31/05/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,2,18,9,5,7.371114796,13.42857143,14.08061562,0,
01/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,0,13,8,2.428571429,4.755948656,12.78571429,14.49763149,0,
02/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,26,7500,8,0,0,0,0,0,250,,205,1,20,1,4,0,2,17,0.571428571,0.975900073,12.21428571,14.85405188,0,
03/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,53,19500,16,0,0,0,0,0,250,,205,1,20,1,4,26,0,49,4,9.72967968,12.85714286,15.2661372,0,
04/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,6,1500,1,0,0,0,0,0,250,,205,1,20,1,4,53,0,27,11.57142857,20.62245655,13.14285714,16.01373037,0,
05/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,11,5000,7,0,0,0,0,0,250,,205,1,20,1,4,6,0,29,12.42857143,20.18132093,11.64285714,15.59391964,0,
06/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,6,1500,1,0,0,0,0,0,250,,205,1,20,1,4,11,2,14,14,19.46792233,10.35714286,14.77319372,0,
07/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,6,0,18,14.57142857,19.1124492,9.785714286,14.77616881,0,
08/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,3,750,1,0,0,0,0,0,250,,205,1,20,1,4,0,0,13,14.57142857,19.1124492,8.5,14.78954932,0,
09/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,3,26,2,15,18.76166304,7.785714286,14.79697771,0,
10/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,34,8500,6,0,0,0,0,0,250,,205,1,20,1,4,0,53,0,11.28571429,18.79462943,7.642857143,14.86662314,0,
11/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,31,9750,8,0,0,0,0,0,250,,205,1,20,1,4,34,6,0,8.571428571,11.85829025,10.07142857,16.23606757,0,
12/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,38,10500,12,0,0,0,0,0,250,,205,1,20,1,4,31,11,0,12.14285714,14.4387046,12.28571429,16.85881906,0,
13/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,5,6250,6,0,0,0,0,0,250,,205,1,20,1,4,38,6,2,16,17.38773514,15,17.76340231,0,
14/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,6,1500,1,0,0,0,0,0,250,,205,1,20,1,4,5,0,0,15.85714286,17.48741044,15.21428571,17.61196521,0,
15/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,6,3,0,16.71428571,16.71041876,15.64285714,17.28319389,0,
16/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,0,0,26,16.28571429,17.15336979,15.64285714,17.28319389,0,
17/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,0,34,53,16.28571429,17.15336979,13.78571429,17.48044433,0,
18/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,21,8250,6,0,0,0,0,0,250,,205,1,20,1,4,0,31,6,11.42857143,16.08163697,10,13.65509203,0,
19/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,20,5000,4,0,0,0,0,0,250,,205,1,20,1,4,21,38,11,10,14.41064421,11.07142857,13.90331607,0,
20/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,16,4000,3,0,0,0,0,0,250,,205,1,20,1,4,20,5,6,7.428571429,9.271050693,11.71428571,14.10634648,0,
21/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,4,6250,8,0,0,0,0,0,250,,205,1,20,1,4,16,6,0,9,9.712534856,12.42857143,14.04779909,0,
22/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,24,7500,8,0,0,0,0,0,250,,205,1,20,1,4,4,0,3,8.714285714,9.844021633,12.71428571,13.81431015,0,
23/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,18,5000,7,0,0,0,0,0,250,,205,1,20,1,4,24,0,0,12.14285714,10.46308704,14.21428571,13.81848579,0,
24/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,0,500,1,0,0,0,0,0,250,,205,1,20,1,4,18,0,34,14.71428571,9.105205209,15.5,13.21857667,0,
25/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,20,6000,7,0,0,0,0,0,250,,205,1,20,1,4,0,21,31,14.71428571,9.105205209,13.07142857,12.6701605,0,
26/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,8,2500,3,1,1,0,0,0,250,,205,1,20,1,4,20,20,38,14.57142857,8.997354108,12.28571429,11.78283348,0,
27/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,11,4000,4,0,0,0,0,0,250,,205,1,20,1,4,8,16,5,12.85714286,8.933617622,10.14285714,9.189100089,0,
28/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,18,6000,5,0,0,0,0,0,250,,205,1,20,1,4,11,4,6,12.14285714,8.83984486,10.57142857,9.069935847,0,
29/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,12,4000,3,0,0,0,0,0,250,,205,1,20,1,4,18,24,0,14.14285714,8.254868693,11.42857143,9.171144427,0,
30/06/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,28,7000,8,1,1,0,0,0,250,,205,1,20,1,4,12,18,0,12.42857143,7.0203785,12.28571429,8.561349385,0,
01/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,28,8000,7,0,0,0,0,0,250,,205,1,20,1,4,28,0,0,13.85714286,9.063269672,14.28571429,8.739200557,0,
02/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,22,7750,7,0,0,0,0,0,250,,205,1,20,1,4,28,20,21,17.85714286,8.05043625,16.28571429,8.416362922,0,
03/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,20,6000,6,0,0,0,0,0,250,,205,1,20,1,4,22,8,20,18.14285714,8.173709305,16.35714286,8.463561197,0,
04/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,24,9500,7,0,0,0,0,0,250,,205,1,20,1,4,20,11,16,19.85714286,6.841748593,16.35714286,8.463561197,0,
05/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,20,6000,6,1,1,0,0,0,250,,205,1,20,1,4,24,18,4,21.71428571,5.707138387,16.92857143,8.704236685,0,
06/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,31,11250,12,1,1,0,0,0,250,,205,1,20,1,4,20,12,24,22,5.537749242,18.07142857,7.888299863,0,
07/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,16,5750,7,0,0,0,0,0,250,,205,1,20,1,4,31,28,18,24.71428571,4.34796066,18.57142857,8.491754242,0,
08/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,33,8500,7,0,0,0,0,0,250,,205,1,20,1,4,16,28,0,23,5.131601439,18.42857143,8.518886581,0,
09/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,33,22,20,23.71428571,6.183695921,20.78571429,7.536358756,0,
10/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,26,6500,5,0,0,0,0,0,250,,205,1,20,1,4,0,20,8,20.57142857,10.95227743,19.35714286,9.369403091,0,
11/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,18,7500,7,0,0,0,0,0,250,,205,1,20,1,4,26,24,11,21.42857143,11.13339036,20.64285714,8.915044699,0,
12/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,18,6250,8,0,0,0,0,0,250,,205,1,20,1,4,18,20,18,20.57142857,11.13339036,21.14285714,8.520176441,0,
13/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,49,13000,12,0,0,0,0,0,250,,205,1,20,1,4,18,31,12,20.28571429,11.1760799,21.14285714,8.520176441,0,
14/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,5,1250,1,0,0,0,0,0,250,,205,1,20,1,4,49,16,28,22.85714286,15.34523348,23.78571429,10.87819676,0,
15/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Wednesday,0,0,0,0,0,0,0,0,250,,205,1,20,1,4,5,33,28,21.28571429,16.67047576,22.14285714,11.88313053,0,
16/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Thursday,11,2750,2,0,1,0,0,0,250,,205,1,20,1,4,0,0,22,16.57142857,17.45333915,20.14285714,13.11403912,0,
17/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Friday,37,13750,15,0,1,0,0,0,250,,205,1,20,1,4,11,26,20,18.14285714,16.15991513,19.35714286,13.32208775,0,
18/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Saturday,20,6500,5,0,1,0,0,0,250,,205,1,20,1,4,37,18,24,19.71428571,17.52820856,20.57142857,14.13514053,0,
19/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Sunday,6,1500,1,0,0,0,0,0,250,,205,1,20,1,4,20,18,20,20,17.51190072,20.28571429,14.10089234,0,
20/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Monday,22,7500,7,0,0,0,0,0,250,,205,1,20,1,4,6,49,31,18.28571429,18.30950833,19.28571429,14.60994694,0,
21/07/2026,IC-1133439,Aquafina Water 6 Litre,Groceries & Pets,Aquafina,Tuesday,32,8500,8,0,0,0,0,0,250,,205,1,20,1,4,22,5,16,14.42857143,12.76528029,18.64285714,14.2483853,0,
24/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Thursday,2,4998,2,0,0,0,0,0,2999,,2139.284114,1,455,1,4,,,,,,,,0,
25/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Friday,3,12495,4,0,1,0,0,0,2999,,2139.284114,1,455,1,4,2,,,,,,,0,
26/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Saturday,1,4998,2,0,1,0,0,0,2999,,2139.284114,1,455,1,4,3,,,,,,,0,
27/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Sunday,1,2499,1,0,0,0,0,0,2999,,2139.284114,1,455,1,4,1,,,,,,,0,
28/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Monday,4,12495,4,0,0,0,0,0,2999,,2139.284114,1,455,1,4,1,,,,,,,0,
29/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Tuesday,1,2124,1,0,0,0,0,0,2999,,2139.284114,1,455,1,4,4,,,,,,,1,0.1501
30/07/2025,IC-1134493,Maybelline New York Baby Skin Li,Health & Beauty,Maybelline New York,Wednesday,2,4248,2,0,1,0,0,0,2999,,2139.284114,1,455,1,4,1,,,,,,,1,0.1501
